	type	value	gset	source	perc
59234	"Random
subsampled RTs"	0.9576	ADaM2021	KY	0.6
59235	"Random
subsampled RTs"	0.9587	ADaM2021	KY	0.65
59236	"Random
subsampled RTs"	0.9675	ADaM2021	KY	0.7
59237	"Random
subsampled RTs"	0.9685	ADaM2021	KY	0.75
59238	"Random
subsampled RTs"	0.9684	ADaM2021	KY	0.8
59239	"Random
subsampled RTs"	0.9747	ADaM2021	KY	0.85
59240	"Random
subsampled RTs"	0.9772	ADaM2021	KY	0.9
59241	"Random
subsampled RTs"	0.9797	ADaM2021	KY	0.95
59242	"Random
subsampled RTs"	0.7541	Hart2017	AVANA	0.05
59243	"Random
subsampled RTs"	0.807	Hart2017	AVANA	0.1
59244	"Random
subsampled RTs"	0.8376	Hart2017	AVANA	0.15
59245	"Random
subsampled RTs"	0.8537	Hart2017	AVANA	0.2
59246	"Random
subsampled RTs"	0.8573	Hart2017	AVANA	0.25
59247	"Random
subsampled RTs"	0.8463	Hart2017	AVANA	0.3
59248	"Random
subsampled RTs"	0.8537	Hart2017	AVANA	0.35
59249	"Random
subsampled RTs"	0.8457	Hart2017	AVANA	0.4
59250	"Random
subsampled RTs"	0.8451	Hart2017	AVANA	0.45
59251	"Random
subsampled RTs"	0.8885	Hart2017	AVANA	0.5
59252	"Random
subsampled RTs"	0.8983	Hart2017	AVANA	0.55
59253	"Random
subsampled RTs"	0.8985	Hart2017	AVANA	0.6
59254	"Random
subsampled RTs"	0.8902	Hart2017	AVANA	0.65
59255	"Random
subsampled RTs"	0.9109	Hart2017	AVANA	0.7
59256	"Random
subsampled RTs"	0.9209	Hart2017	AVANA	0.75
59257	"Random
subsampled RTs"	0.9277	Hart2017	AVANA	0.8
59258	"Random
subsampled RTs"	0.9243	Hart2017	AVANA	0.85
59259	"Random
subsampled RTs"	0.9375	Hart2017	AVANA	0.9
59260	"Random
subsampled RTs"	0.9459	Hart2017	AVANA	0.95
59261	"Random
subsampled RTs"	0.7975	Hart2017	KY	0.05
59262	"Random
subsampled RTs"	0.8423	Hart2017	KY	0.1
59263	"Random
subsampled RTs"	0.8472	Hart2017	KY	0.15
59264	"Random
subsampled RTs"	0.8596	Hart2017	KY	0.2
59265	"Random
subsampled RTs"	0.9086	Hart2017	KY	0.25
59266	"Random
subsampled RTs"	0.9234	Hart2017	KY	0.3
59267	"Random
subsampled RTs"	0.9285	Hart2017	KY	0.35
59268	"Random
subsampled RTs"	0.9355	Hart2017	KY	0.4
59269	"Random
subsampled RTs"	0.9382	Hart2017	KY	0.45
59270	"Random
subsampled RTs"	0.9419	Hart2017	KY	0.5
59271	"Random
subsampled RTs"	0.948	Hart2017	KY	0.55
59272	"Random
subsampled RTs"	0.9548	Hart2017	KY	0.6
59273	"Random
subsampled RTs"	0.9553	Hart2017	KY	0.65
59274	"Random
subsampled RTs"	0.9596	Hart2017	KY	0.7
59275	"Random
subsampled RTs"	0.96	Hart2017	KY	0.75
59276	"Random
subsampled RTs"	0.9638	Hart2017	KY	0.8
59277	"Random
subsampled RTs"	0.9572	Hart2017	KY	0.85
59278	"Random
subsampled RTs"	0.9629	Hart2017	KY	0.9
59279	"Random
subsampled RTs"	0.9772	Hart2017	KY	0.95
59280	"Random
subsampled RTs"	0.7981	ADaM2021	AVANA	0.05
59281	"Random
subsampled RTs"	0.8239	ADaM2021	AVANA	0.1
59282	"Random
subsampled RTs"	0.8349	ADaM2021	AVANA	0.15
59283	"Random
subsampled RTs"	0.8744	ADaM2021	AVANA	0.2
59284	"Random
subsampled RTs"	0.8797	ADaM2021	AVANA	0.25
59285	"Random
subsampled RTs"	0.8949	ADaM2021	AVANA	0.3
59286	"Random
subsampled RTs"	0.8917	ADaM2021	AVANA	0.35
59287	"Random
subsampled RTs"	0.885	ADaM2021	AVANA	0.4
59288	"Random
subsampled RTs"	0.9179	ADaM2021	AVANA	0.45
59289	"Random
subsampled RTs"	0.915	ADaM2021	AVANA	0.5
59290	"Random
subsampled RTs"	0.9084	ADaM2021	AVANA	0.55
59291	"Random
subsampled RTs"	0.9243	ADaM2021	AVANA	0.6
59292	"Random
subsampled RTs"	0.9256	ADaM2021	AVANA	0.65
59293	"Random
subsampled RTs"	0.9111	ADaM2021	AVANA	0.7
59294	"Random
subsampled RTs"	0.9329	ADaM2021	AVANA	0.75
59295	"Random
subsampled RTs"	0.9348	ADaM2021	AVANA	0.8
59296	"Random
subsampled RTs"	0.9492	ADaM2021	AVANA	0.85
59297	"Random
subsampled RTs"	0.9585	ADaM2021	AVANA	0.9
59298	"Random
subsampled RTs"	0.9595	ADaM2021	AVANA	0.95
59299	"Random
subsampled RTs"	0.7721	ADaM2021	KY	0.05
59300	"Random
subsampled RTs"	0.8598	ADaM2021	KY	0.1
59301	"Random
subsampled RTs"	0.8909	ADaM2021	KY	0.15
59302	"Random
subsampled RTs"	0.913	ADaM2021	KY	0.2
59303	"Random
subsampled RTs"	0.9273	ADaM2021	KY	0.25
59304	"Random
subsampled RTs"	0.9149	ADaM2021	KY	0.3
59305	"Random
subsampled RTs"	0.9405	ADaM2021	KY	0.35
59306	"Random
subsampled RTs"	0.9361	ADaM2021	KY	0.4
59307	"Random
subsampled RTs"	0.9379	ADaM2021	KY	0.45
59308	"Random
subsampled RTs"	0.9467	ADaM2021	KY	0.5
59309	"Random
subsampled RTs"	0.9498	ADaM2021	KY	0.55
59310	"Random
subsampled RTs"	0.9558	ADaM2021	KY	0.6
59311	"Random
subsampled RTs"	0.9594	ADaM2021	KY	0.65
59312	"Random
subsampled RTs"	0.9648	ADaM2021	KY	0.7
59313	"Random
subsampled RTs"	0.9685	ADaM2021	KY	0.75
59314	"Random
subsampled RTs"	0.973	ADaM2021	KY	0.8
59315	"Random
subsampled RTs"	0.9759	ADaM2021	KY	0.85
59316	"Random
subsampled RTs"	0.9802	ADaM2021	KY	0.9
59317	"Random
subsampled RTs"	0.9823	ADaM2021	KY	0.95
59318	"Random
subsampled RTs"	0.7277	Hart2017	AVANA	0.05
59319	"Random
subsampled RTs"	0.7671	Hart2017	AVANA	0.1
59320	"Random
subsampled RTs"	0.8291	Hart2017	AVANA	0.15
59321	"Random
subsampled RTs"	0.8352	Hart2017	AVANA	0.2
59322	"Random
subsampled RTs"	0.8361	Hart2017	AVANA	0.25
59323	"Random
subsampled RTs"	0.8319	Hart2017	AVANA	0.3
59324	"Random
subsampled RTs"	0.8389	Hart2017	AVANA	0.35
59325	"Random
subsampled RTs"	0.8684	Hart2017	AVANA	0.4
59326	"Random
subsampled RTs"	0.8828	Hart2017	AVANA	0.45
59327	"Random
subsampled RTs"	0.8828	Hart2017	AVANA	0.5
59328	"Random
subsampled RTs"	0.8805	Hart2017	AVANA	0.55
59329	"Random
subsampled RTs"	0.9004	Hart2017	AVANA	0.6
59330	"Random
subsampled RTs"	0.9085	Hart2017	AVANA	0.65
59331	"Random
subsampled RTs"	0.9114	Hart2017	AVANA	0.7
59332	"Random
subsampled RTs"	0.9161	Hart2017	AVANA	0.75
59333	"Random
subsampled RTs"	0.9279	Hart2017	AVANA	0.8
59334	"Random
subsampled RTs"	0.9321	Hart2017	AVANA	0.85
59335	"Random
subsampled RTs"	0.9362	Hart2017	AVANA	0.9
59336	"Random
subsampled RTs"	0.942	Hart2017	AVANA	0.95
59337	"Random
subsampled RTs"	0.7507	Hart2017	KY	0.05
59338	"Random
subsampled RTs"	0.8475	Hart2017	KY	0.1
59339	"Random
subsampled RTs"	0.8746	Hart2017	KY	0.15
59340	"Random
subsampled RTs"	0.8665	Hart2017	KY	0.2
59341	"Random
subsampled RTs"	0.8812	Hart2017	KY	0.25
59342	"Random
subsampled RTs"	0.8774	Hart2017	KY	0.3
59343	"Random
subsampled RTs"	0.9177	Hart2017	KY	0.35
59344	"Random
subsampled RTs"	0.92	Hart2017	KY	0.4
59345	"Random
subsampled RTs"	0.9314	Hart2017	KY	0.45
59346	"Random
subsampled RTs"	0.9295	Hart2017	KY	0.5
59347	"Random
subsampled RTs"	0.9256	Hart2017	KY	0.55
59348	"Random
subsampled RTs"	0.9452	Hart2017	KY	0.6
59349	"Random
subsampled RTs"	0.9429	Hart2017	KY	0.65
59350	"Random
subsampled RTs"	0.9312	Hart2017	KY	0.7
59351	"Random
subsampled RTs"	0.9351	Hart2017	KY	0.75
59352	"Random
subsampled RTs"	0.9509	Hart2017	KY	0.8
59353	"Random
subsampled RTs"	0.9644	Hart2017	KY	0.85
59354	"Random
subsampled RTs"	0.9695	Hart2017	KY	0.9
59355	"Random
subsampled RTs"	0.9782	Hart2017	KY	0.95
59356	"Random
subsampled RTs"	0.7371	ADaM2021	AVANA	0.05
59357	"Random
subsampled RTs"	0.8495	ADaM2021	AVANA	0.1
59358	"Random
subsampled RTs"	0.8474	ADaM2021	AVANA	0.15
59359	"Random
subsampled RTs"	0.8897	ADaM2021	AVANA	0.2
59360	"Random
subsampled RTs"	0.904	ADaM2021	AVANA	0.25
59361	"Random
subsampled RTs"	0.9019	ADaM2021	AVANA	0.3
59362	"Random
subsampled RTs"	0.9101	ADaM2021	AVANA	0.35
59363	"Random
subsampled RTs"	0.9069	ADaM2021	AVANA	0.4
59364	"Random
subsampled RTs"	0.9029	ADaM2021	AVANA	0.45
59365	"Random
subsampled RTs"	0.9072	ADaM2021	AVANA	0.5
59366	"Random
subsampled RTs"	0.9104	ADaM2021	AVANA	0.55
59367	"Random
subsampled RTs"	0.9295	ADaM2021	AVANA	0.6
59368	"Random
subsampled RTs"	0.9428	ADaM2021	AVANA	0.65
59369	"Random
subsampled RTs"	0.9433	ADaM2021	AVANA	0.7
59370	"Random
subsampled RTs"	0.9431	ADaM2021	AVANA	0.75
59371	"Random
subsampled RTs"	0.9492	ADaM2021	AVANA	0.8
59372	"Random
subsampled RTs"	0.9578	ADaM2021	AVANA	0.85
59373	"Random
subsampled RTs"	0.9632	ADaM2021	AVANA	0.9
59374	"Random
subsampled RTs"	0.9679	ADaM2021	AVANA	0.95
59375	"Random
subsampled RTs"	0.8396	ADaM2021	KY	0.05
59376	"Random
subsampled RTs"	0.8727	ADaM2021	KY	0.1
59377	"Random
subsampled RTs"	0.8972	ADaM2021	KY	0.15
59378	"Random
subsampled RTs"	0.9125	ADaM2021	KY	0.2
59379	"Random
subsampled RTs"	0.9167	ADaM2021	KY	0.25
59380	"Random
subsampled RTs"	0.9328	ADaM2021	KY	0.3
59381	"Random
subsampled RTs"	0.9372	ADaM2021	KY	0.35
59382	"Random
subsampled RTs"	0.937	ADaM2021	KY	0.4
59383	"Random
subsampled RTs"	0.9477	ADaM2021	KY	0.45
59384	"Random
subsampled RTs"	0.9529	ADaM2021	KY	0.5
59385	"Random
subsampled RTs"	0.9521	ADaM2021	KY	0.55
59386	"Random
subsampled RTs"	0.9537	ADaM2021	KY	0.6
59387	"Random
subsampled RTs"	0.9604	ADaM2021	KY	0.65
59388	"Random
subsampled RTs"	0.9636	ADaM2021	KY	0.7
59389	"Random
subsampled RTs"	0.9663	ADaM2021	KY	0.75
59390	"Random
subsampled RTs"	0.9702	ADaM2021	KY	0.8
59391	"Random
subsampled RTs"	0.9732	ADaM2021	KY	0.85
59392	"Random
subsampled RTs"	0.9785	ADaM2021	KY	0.9
59393	"Random
subsampled RTs"	0.9819	ADaM2021	KY	0.95
59394	"Random
subsampled RTs"	0.6319	Hart2017	AVANA	0.05
59395	"Random
subsampled RTs"	0.574	Hart2017	AVANA	0.1
59396	"Random
subsampled RTs"	0.6289	Hart2017	AVANA	0.15
59397	"Random
subsampled RTs"	0.7388	Hart2017	AVANA	0.2
59398	"Random
subsampled RTs"	0.5915	Hart2017	AVANA	0.25
59399	"Random
subsampled RTs"	0.6904	Hart2017	AVANA	0.3
59400	"Random
subsampled RTs"	0.7239	Hart2017	AVANA	0.35
59401	"Random
subsampled RTs"	0.7922	Hart2017	AVANA	0.4
59402	"Random
subsampled RTs"	0.8071	Hart2017	AVANA	0.45
59403	"Random
subsampled RTs"	0.816	Hart2017	AVANA	0.5
59404	"Random
subsampled RTs"	0.8314	Hart2017	AVANA	0.55
59405	"Random
subsampled RTs"	0.8631	Hart2017	AVANA	0.6
59406	"Random
subsampled RTs"	0.875	Hart2017	AVANA	0.65
59407	"Random
subsampled RTs"	0.905	Hart2017	AVANA	0.7
59408	"Random
subsampled RTs"	0.9222	Hart2017	AVANA	0.75
59409	"Random
subsampled RTs"	0.9231	Hart2017	AVANA	0.8
59410	"Random
subsampled RTs"	0.933	Hart2017	AVANA	0.85
59411	"Random
subsampled RTs"	0.9395	Hart2017	AVANA	0.9
59412	"Random
subsampled RTs"	0.9464	Hart2017	AVANA	0.95
59413	"Random
subsampled RTs"	0.7659	Hart2017	KY	0.05
59414	"Random
subsampled RTs"	0.7723	Hart2017	KY	0.1
59415	"Random
subsampled RTs"	0.8395	Hart2017	KY	0.15
59416	"Random
subsampled RTs"	0.8856	Hart2017	KY	0.2
59417	"Random
subsampled RTs"	0.9018	Hart2017	KY	0.25
59418	"Random
subsampled RTs"	0.8958	Hart2017	KY	0.3
59419	"Random
subsampled RTs"	0.9118	Hart2017	KY	0.35
59420	"Random
subsampled RTs"	0.9271	Hart2017	KY	0.4
59421	"Random
subsampled RTs"	0.9342	Hart2017	KY	0.45
59422	"Random
subsampled RTs"	0.9358	Hart2017	KY	0.5
59423	"Random
subsampled RTs"	0.9445	Hart2017	KY	0.55
59424	"Random
subsampled RTs"	0.9485	Hart2017	KY	0.6
59425	"Random
subsampled RTs"	0.9477	Hart2017	KY	0.65
59426	"Random
subsampled RTs"	0.9486	Hart2017	KY	0.7
59427	"Random
subsampled RTs"	0.9407	Hart2017	KY	0.75
59428	"Random
subsampled RTs"	0.9416	Hart2017	KY	0.8
59429	"Random
subsampled RTs"	0.942	Hart2017	KY	0.85
59430	"Random
subsampled RTs"	0.9607	Hart2017	KY	0.9
59431	"Random
subsampled RTs"	0.9762	Hart2017	KY	0.95
59432	"Random
subsampled RTs"	0.8118	ADaM2021	AVANA	0.05
59433	"Random
subsampled RTs"	0.8592	ADaM2021	AVANA	0.1
59434	"Random
subsampled RTs"	0.8501	ADaM2021	AVANA	0.15
59435	"Random
subsampled RTs"	0.8697	ADaM2021	AVANA	0.2
59436	"Random
subsampled RTs"	0.8879	ADaM2021	AVANA	0.25
59437	"Random
subsampled RTs"	0.8981	ADaM2021	AVANA	0.3
59438	"Random
subsampled RTs"	0.9046	ADaM2021	AVANA	0.35
59439	"Random
subsampled RTs"	0.9133	ADaM2021	AVANA	0.4
59440	"Random
subsampled RTs"	0.9232	ADaM2021	AVANA	0.45
59441	"Random
subsampled RTs"	0.9283	ADaM2021	AVANA	0.5
59442	"Random
subsampled RTs"	0.9262	ADaM2021	AVANA	0.55
59443	"Random
subsampled RTs"	0.9347	ADaM2021	AVANA	0.6
59444	"Random
subsampled RTs"	0.9316	ADaM2021	AVANA	0.65
59445	"Random
subsampled RTs"	0.9413	ADaM2021	AVANA	0.7
59446	"Random
subsampled RTs"	0.9451	ADaM2021	AVANA	0.75
59447	"Random
subsampled RTs"	0.9506	ADaM2021	AVANA	0.8
59448	"Random
subsampled RTs"	0.9567	ADaM2021	AVANA	0.85
59449	"Random
subsampled RTs"	0.9585	ADaM2021	AVANA	0.9
59450	"Random
subsampled RTs"	0.9682	ADaM2021	AVANA	0.95
59451	"Random
subsampled RTs"	0.8142	ADaM2021	KY	0.05
59452	"Random
subsampled RTs"	0.8792	ADaM2021	KY	0.1
59453	"Random
subsampled RTs"	0.8999	ADaM2021	KY	0.15
59454	"Random
subsampled RTs"	0.9158	ADaM2021	KY	0.2
59455	"Random
subsampled RTs"	0.9268	ADaM2021	KY	0.25
59456	"Random
subsampled RTs"	0.9303	ADaM2021	KY	0.3
59457	"Random
subsampled RTs"	0.9306	ADaM2021	KY	0.35
59458	"Random
subsampled RTs"	0.9468	ADaM2021	KY	0.4
59459	"Random
subsampled RTs"	0.9498	ADaM2021	KY	0.45
59460	"Random
subsampled RTs"	0.9522	ADaM2021	KY	0.5
59461	"Random
subsampled RTs"	0.9548	ADaM2021	KY	0.55
59462	"Random
subsampled RTs"	0.9541	ADaM2021	KY	0.6
59463	"Random
subsampled RTs"	0.9597	ADaM2021	KY	0.65
59464	"Random
subsampled RTs"	0.963	ADaM2021	KY	0.7
59465	"Random
subsampled RTs"	0.9638	ADaM2021	KY	0.75
59466	"Random
subsampled RTs"	0.9721	ADaM2021	KY	0.8
59467	"Random
subsampled RTs"	0.9752	ADaM2021	KY	0.85
59468	"Random
subsampled RTs"	0.978	ADaM2021	KY	0.9
59469	"Random
subsampled RTs"	0.9829	ADaM2021	KY	0.95
59470	"Random
subsampled RTs"	0.7496	Hart2017	AVANA	0.05
59471	"Random
subsampled RTs"	0.7669	Hart2017	AVANA	0.1
59472	"Random
subsampled RTs"	0.758	Hart2017	AVANA	0.15
59473	"Random
subsampled RTs"	0.8	Hart2017	AVANA	0.2
59474	"Random
subsampled RTs"	0.8438	Hart2017	AVANA	0.25
59475	"Random
subsampled RTs"	0.848	Hart2017	AVANA	0.3
59476	"Random
subsampled RTs"	0.8467	Hart2017	AVANA	0.35
59477	"Random
subsampled RTs"	0.8231	Hart2017	AVANA	0.4
59478	"Random
subsampled RTs"	0.8566	Hart2017	AVANA	0.45
59479	"Random
subsampled RTs"	0.8479	Hart2017	AVANA	0.5
59480	"Random
subsampled RTs"	0.8505	Hart2017	AVANA	0.55
59481	"Random
subsampled RTs"	0.864	Hart2017	AVANA	0.6
59482	"Random
subsampled RTs"	0.884	Hart2017	AVANA	0.65
59483	"Random
subsampled RTs"	0.8942	Hart2017	AVANA	0.7
59484	"Random
subsampled RTs"	0.9099	Hart2017	AVANA	0.75
59485	"Random
subsampled RTs"	0.9024	Hart2017	AVANA	0.8
59486	"Random
subsampled RTs"	0.9196	Hart2017	AVANA	0.85
59487	"Random
subsampled RTs"	0.9364	Hart2017	AVANA	0.9
59488	"Random
subsampled RTs"	0.9454	Hart2017	AVANA	0.95
59489	"Random
subsampled RTs"	0.7936	Hart2017	KY	0.05
59490	"Random
subsampled RTs"	0.8084	Hart2017	KY	0.1
59491	"Random
subsampled RTs"	0.7861	Hart2017	KY	0.15
59492	"Random
subsampled RTs"	0.8	Hart2017	KY	0.2
59493	"Random
subsampled RTs"	0.848	Hart2017	KY	0.25
59494	"Random
subsampled RTs"	0.8871	Hart2017	KY	0.3
59495	"Random
subsampled RTs"	0.8948	Hart2017	KY	0.35
59496	"Random
subsampled RTs"	0.899	Hart2017	KY	0.4
59497	"Random
subsampled RTs"	0.9	Hart2017	KY	0.45
59498	"Random
subsampled RTs"	0.9178	Hart2017	KY	0.5
59499	"Random
subsampled RTs"	0.9276	Hart2017	KY	0.55
59500	"Random
subsampled RTs"	0.9308	Hart2017	KY	0.6
59501	"Random
subsampled RTs"	0.9381	Hart2017	KY	0.65
59502	"Random
subsampled RTs"	0.9277	Hart2017	KY	0.7
59503	"Random
subsampled RTs"	0.9431	Hart2017	KY	0.75
59504	"Random
subsampled RTs"	0.9584	Hart2017	KY	0.8
59505	"Random
subsampled RTs"	0.9671	Hart2017	KY	0.85
59506	"Random
subsampled RTs"	0.9733	Hart2017	KY	0.9
59507	"Random
subsampled RTs"	0.9781	Hart2017	KY	0.95
59508	"Random
subsampled RTs"	0.8137	ADaM2021	AVANA	0.05
59509	"Random
subsampled RTs"	0.8427	ADaM2021	AVANA	0.1
59510	"Random
subsampled RTs"	0.8385	ADaM2021	AVANA	0.15
59511	"Random
subsampled RTs"	0.8838	ADaM2021	AVANA	0.2
59512	"Random
subsampled RTs"	0.8832	ADaM2021	AVANA	0.25
59513	"Random
subsampled RTs"	0.8899	ADaM2021	AVANA	0.3
59514	"Random
subsampled RTs"	0.8935	ADaM2021	AVANA	0.35
59515	"Random
subsampled RTs"	0.899	ADaM2021	AVANA	0.4
59516	"Random
subsampled RTs"	0.9104	ADaM2021	AVANA	0.45
59517	"Random
subsampled RTs"	0.9176	ADaM2021	AVANA	0.5
59518	"Random
subsampled RTs"	0.919	ADaM2021	AVANA	0.55
59519	"Random
subsampled RTs"	0.9298	ADaM2021	AVANA	0.6
59520	"Random
subsampled RTs"	0.9303	ADaM2021	AVANA	0.65
59521	"Random
subsampled RTs"	0.9389	ADaM2021	AVANA	0.7
59522	"Random
subsampled RTs"	0.9444	ADaM2021	AVANA	0.75
59523	"Random
subsampled RTs"	0.9507	ADaM2021	AVANA	0.8
59524	"Random
subsampled RTs"	0.9556	ADaM2021	AVANA	0.85
59525	"Random
subsampled RTs"	0.9586	ADaM2021	AVANA	0.9
59526	"Random
subsampled RTs"	0.9693	ADaM2021	AVANA	0.95
59527	"Random
subsampled RTs"	0.8046	ADaM2021	KY	0.05
59528	"Random
subsampled RTs"	0.8528	ADaM2021	KY	0.1
59529	"Random
subsampled RTs"	0.8318	ADaM2021	KY	0.15
59530	"Random
subsampled RTs"	0.9078	ADaM2021	KY	0.2
59531	"Random
subsampled RTs"	0.91	ADaM2021	KY	0.25
59532	"Random
subsampled RTs"	0.9216	ADaM2021	KY	0.3
59533	"Random
subsampled RTs"	0.9232	ADaM2021	KY	0.35
59534	"Random
subsampled RTs"	0.9336	ADaM2021	KY	0.4
59535	"Random
subsampled RTs"	0.9432	ADaM2021	KY	0.45
59536	"Random
subsampled RTs"	0.9536	ADaM2021	KY	0.5
59537	"Random
subsampled RTs"	0.9585	ADaM2021	KY	0.55
59538	"Random
subsampled RTs"	0.9612	ADaM2021	KY	0.6
59539	"Random
subsampled RTs"	0.963	ADaM2021	KY	0.65
59540	"Random
subsampled RTs"	0.9634	ADaM2021	KY	0.7
59541	"Random
subsampled RTs"	0.9641	ADaM2021	KY	0.75
59542	"Random
subsampled RTs"	0.9712	ADaM2021	KY	0.8
59543	"Random
subsampled RTs"	0.9744	ADaM2021	KY	0.85
59544	"Random
subsampled RTs"	0.9754	ADaM2021	KY	0.9
59545	"Random
subsampled RTs"	0.9835	ADaM2021	KY	0.95
59546	"Random
subsampled RTs"	0.7484	Hart2017	AVANA	0.05
59547	"Random
subsampled RTs"	0.8013	Hart2017	AVANA	0.1
59548	"Random
subsampled RTs"	0.7936	Hart2017	AVANA	0.15
59549	"Random
subsampled RTs"	0.8372	Hart2017	AVANA	0.2
59550	"Random
subsampled RTs"	0.8561	Hart2017	AVANA	0.25
59551	"Random
subsampled RTs"	0.8402	Hart2017	AVANA	0.3
59552	"Random
subsampled RTs"	0.8687	Hart2017	AVANA	0.35
59553	"Random
subsampled RTs"	0.8538	Hart2017	AVANA	0.4
59554	"Random
subsampled RTs"	0.8812	Hart2017	AVANA	0.45
59555	"Random
subsampled RTs"	0.8685	Hart2017	AVANA	0.5
59556	"Random
subsampled RTs"	0.8898	Hart2017	AVANA	0.55
59557	"Random
subsampled RTs"	0.9009	Hart2017	AVANA	0.6
59558	"Random
subsampled RTs"	0.8968	Hart2017	AVANA	0.65
59559	"Random
subsampled RTs"	0.907	Hart2017	AVANA	0.7
59560	"Random
subsampled RTs"	0.9085	Hart2017	AVANA	0.75
59561	"Random
subsampled RTs"	0.9276	Hart2017	AVANA	0.8
59562	"Random
subsampled RTs"	0.9334	Hart2017	AVANA	0.85
59563	"Random
subsampled RTs"	0.9373	Hart2017	AVANA	0.9
59564	"Random
subsampled RTs"	0.9455	Hart2017	AVANA	0.95
59565	"Random
subsampled RTs"	0.7125	Hart2017	KY	0.05
59566	"Random
subsampled RTs"	0.7235	Hart2017	KY	0.1
59567	"Random
subsampled RTs"	0.81	Hart2017	KY	0.15
59568	"Random
subsampled RTs"	0.8268	Hart2017	KY	0.2
59569	"Random
subsampled RTs"	0.8434	Hart2017	KY	0.25
59570	"Random
subsampled RTs"	0.8452	Hart2017	KY	0.3
59571	"Random
subsampled RTs"	0.8614	Hart2017	KY	0.35
59572	"Random
subsampled RTs"	0.8959	Hart2017	KY	0.4
59573	"Random
subsampled RTs"	0.9368	Hart2017	KY	0.45
59574	"Random
subsampled RTs"	0.9419	Hart2017	KY	0.5
59575	"Random
subsampled RTs"	0.9422	Hart2017	KY	0.55
59576	"Random
subsampled RTs"	0.9399	Hart2017	KY	0.6
59577	"Random
subsampled RTs"	0.9516	Hart2017	KY	0.65
59578	"Random
subsampled RTs"	0.9559	Hart2017	KY	0.7
59579	"Random
subsampled RTs"	0.9617	Hart2017	KY	0.75
59580	"Random
subsampled RTs"	0.9666	Hart2017	KY	0.8
59581	"Random
subsampled RTs"	0.9699	Hart2017	KY	0.85
59582	"Random
subsampled RTs"	0.9671	Hart2017	KY	0.9
59583	"Random
subsampled RTs"	0.9773	Hart2017	KY	0.95
59584	"Random
subsampled RTs"	0.8217	ADaM2021	AVANA	0.05
59585	"Random
subsampled RTs"	0.7775	ADaM2021	AVANA	0.1
59586	"Random
subsampled RTs"	0.8169	ADaM2021	AVANA	0.15
59587	"Random
subsampled RTs"	0.8699	ADaM2021	AVANA	0.2
59588	"Random
subsampled RTs"	0.8612	ADaM2021	AVANA	0.25
59589	"Random
subsampled RTs"	0.9031	ADaM2021	AVANA	0.3
59590	"Random
subsampled RTs"	0.9181	ADaM2021	AVANA	0.35
59591	"Random
subsampled RTs"	0.916	ADaM2021	AVANA	0.4
59592	"Random
subsampled RTs"	0.9304	ADaM2021	AVANA	0.45
59593	"Random
subsampled RTs"	0.9356	ADaM2021	AVANA	0.5
59594	"Random
subsampled RTs"	0.9415	ADaM2021	AVANA	0.55
59595	"Random
subsampled RTs"	0.9383	ADaM2021	AVANA	0.6
59596	"Random
subsampled RTs"	0.9302	ADaM2021	AVANA	0.65
59597	"Random
subsampled RTs"	0.9117	ADaM2021	AVANA	0.7
59598	"Random
subsampled RTs"	0.9198	ADaM2021	AVANA	0.75
59599	"Random
subsampled RTs"	0.9256	ADaM2021	AVANA	0.8
59600	"Random
subsampled RTs"	0.9385	ADaM2021	AVANA	0.85
59601	"Random
subsampled RTs"	0.9584	ADaM2021	AVANA	0.9
59602	"Random
subsampled RTs"	0.9635	ADaM2021	AVANA	0.95
59603	"Random
subsampled RTs"	0.8134	ADaM2021	KY	0.05
59604	"Random
subsampled RTs"	0.851	ADaM2021	KY	0.1
59605	"Random
subsampled RTs"	0.8088	ADaM2021	KY	0.15
59606	"Random
subsampled RTs"	0.8162	ADaM2021	KY	0.2
59607	"Random
subsampled RTs"	0.7531	ADaM2021	KY	0.25
59608	"Random
subsampled RTs"	0.7969	ADaM2021	KY	0.3
59609	"Random
subsampled RTs"	0.8135	ADaM2021	KY	0.35
59610	"Random
subsampled RTs"	0.8415	ADaM2021	KY	0.4
59611	"Random
subsampled RTs"	0.8647	ADaM2021	KY	0.45
59612	"Random
subsampled RTs"	0.8871	ADaM2021	KY	0.5
59613	"Random
subsampled RTs"	0.901	ADaM2021	KY	0.55
59614	"Random
subsampled RTs"	0.9207	ADaM2021	KY	0.6
59615	"Random
subsampled RTs"	0.9364	ADaM2021	KY	0.65
59616	"Random
subsampled RTs"	0.9572	ADaM2021	KY	0.7
59617	"Random
subsampled RTs"	0.9624	ADaM2021	KY	0.75
59618	"Random
subsampled RTs"	0.9598	ADaM2021	KY	0.8
59619	"Random
subsampled RTs"	0.9709	ADaM2021	KY	0.85
59620	"Random
subsampled RTs"	0.9765	ADaM2021	KY	0.9
59621	"Random
subsampled RTs"	0.9821	ADaM2021	KY	0.95
59622	"Random
subsampled RTs"	0.6572	Hart2017	AVANA	0.05
59623	"Random
subsampled RTs"	0.8041	Hart2017	AVANA	0.1
59624	"Random
subsampled RTs"	0.7908	Hart2017	AVANA	0.15
59625	"Random
subsampled RTs"	0.8281	Hart2017	AVANA	0.2
59626	"Random
subsampled RTs"	0.8397	Hart2017	AVANA	0.25
59627	"Random
subsampled RTs"	0.8601	Hart2017	AVANA	0.3
59628	"Random
subsampled RTs"	0.8133	Hart2017	AVANA	0.35
