	Gene	Corrected fold-changes	category	gset	Library
7108	NRBP1	-1.1805421461832375	Common	ADaM2021	MiniLibCas9
7109	GPN1	-3.5520745174873234	Common	ADaM2021	MiniLibCas9
7110	SUPT7L	-0.33115189786256	Common	ADaM2021	MiniLibCas9
7111	RBKS	-0.2696754031315381	Common	ADaM2021	MiniLibCas9
7112	PPP1CB	-1.572730157663234	Common	ADaM2021	MiniLibCas9
7113	TRMT61B	-0.3842876457178232	Common	ADaM2021	MiniLibCas9
7114	WDR43	-2.899287708706385	Common	ADaM2021	MiniLibCas9
7115	YPEL5	-0.4858052630205752	Common	ADaM2021	MiniLibCas9
7116	TTC27	-2.1144576302645657	Common	ADaM2021	MiniLibCas9
7117	STRN	-0.1289025477946254	Exclusive	ADaM2021	MiniLibCas9
7118	CEBPZ	-0.7729007506470265	Common	ADaM2021	MiniLibCas9
7119	ATL2	-0.4041957804698769	Common	ADaM2021	MiniLibCas9
7120	SRSF7	-3.496747343344492	Common	ADaM2021	MiniLibCas9
7121	GEMIN6	-0.7584803391736075	Common	ADaM2021	MiniLibCas9
7122	DHX57	-0.0933930140244657	Exclusive	ADaM2021	MiniLibCas9
7123	SOS1	-0.1045278065236705	Exclusive	ADaM2021	MiniLibCas9
7124	HAAO	-0.3579569450675314	Common	ADaM2021	MiniLibCas9
7125	PLEKHH2	-0.1112524870537102	Exclusive	ADaM2021	MiniLibCas9
7126	LRPPRC	-0.3728894873951189	Common	ADaM2021	MiniLibCas9
7127	SRBD1	-2.536582125964692	Common	ADaM2021	MiniLibCas9
7128	TTC7A	-0.5769199908963109	Common	ADaM2021	MiniLibCas9
7129	RPS27A	-2.038454485492476	Common	ADaM2021	MiniLibCas9
7130	MTIF2	-0.3566752324714702	Common	ADaM2021	MiniLibCas9
7131	PPP4R3B	-0.1153508381068559	Exclusive	ADaM2021	MiniLibCas9
7132	PNPT1	-0.5014003383569736	Common	ADaM2021	MiniLibCas9
7133	XPO1	-2.3393082763085884	Common	ADaM2021	MiniLibCas9
7134	CCT4	-4.245170836700046	Common	ADaM2021	MiniLibCas9
7135	VPS54	-0.2699529634650029	Common	ADaM2021	MiniLibCas9
7136	ACTR2	-1.025810078384533	Common	ADaM2021	MiniLibCas9
7137	C1D	-0.5893910882466689	Common	ADaM2021	MiniLibCas9
7138	WDR92	-1.2058693771381954	Common	ADaM2021	MiniLibCas9
7139	PNO1	-0.991460506656341	Common	ADaM2021	MiniLibCas9
7140	GFPT1	-0.1182798216990131	Exclusive	ADaM2021	MiniLibCas9
7141	AAK1	-0.1306833384743105	Exclusive	ADaM2021	MiniLibCas9
7142	GMCL1	-0.1099673279710199	Exclusive	ADaM2021	MiniLibCas9
7143	SNRNP27	-1.666912815048942	Common	ADaM2021	MiniLibCas9
7144	PCBP1	-2.257581585464731	Common	ADaM2021	MiniLibCas9
7145	SNRPG	-4.263640202336928	Common	ADaM2021	MiniLibCas9
7146	FAM136A	-0.114866702687781	Exclusive	ADaM2021	MiniLibCas9
7147	ATP6V1B1	-0.1744936919697683	Common	ADaM2021	MiniLibCas9
7148	MPHOSPH10	-0.8260416773600698	Common	ADaM2021	MiniLibCas9
7149	SPR	-0.1019692856471159	Exclusive	ADaM2021	MiniLibCas9
7150	SFXN5	-0.1456577706830599	Exclusive	ADaM2021	MiniLibCas9
7151	CCT7	-2.566675387418355	Common	ADaM2021	MiniLibCas9
7152	FBXO41	-0.0910571114737679	Exclusive	ADaM2021	MiniLibCas9
7153	EGR4	-0.2361339324378811	Common	ADaM2021	MiniLibCas9
7154	ALMS1	-0.1883364326081682	Common	ADaM2021	MiniLibCas9
7155	TPRKB	-0.4214201549630796	Common	ADaM2021	MiniLibCas9
7156	STAMBP	-0.3100610559686954	Common	ADaM2021	MiniLibCas9
7157	ACTG2	-0.5872691963037329	Common	ADaM2021	MiniLibCas9
7158	DCTN1	-1.3957106317681802	Common	ADaM2021	MiniLibCas9
7159	INO80B	-0.4274951303514432	Common	ADaM2021	MiniLibCas9
7160	MOGS	-0.101163400176456	Exclusive	ADaM2021	MiniLibCas9
7161	MRPL53	-0.4133528530028593	Common	ADaM2021	MiniLibCas9
7162	CCDC142	-0.178450498399118	Common	ADaM2021	MiniLibCas9
7163	TLX2	-0.2284645827373758	Common	ADaM2021	MiniLibCas9
7164	AUP1	-0.3323189282239483	Common	ADaM2021	MiniLibCas9
7165	LOXL3	-0.2213512792437789	Common	ADaM2021	MiniLibCas9
7166	DOK1	-0.1371953608588205	Exclusive	ADaM2021	MiniLibCas9
7167	M1AP	-0.2995280038727678	Common	ADaM2021	MiniLibCas9
7168	MRPL19	-0.2663843571262816	Common	ADaM2021	MiniLibCas9
7169	GCFC2	-0.0950505855435343	Exclusive	ADaM2021	MiniLibCas9
7170	REG1B	-0.129258083710719	Exclusive	ADaM2021	MiniLibCas9
7171	KCMF1	-0.8096416137516217	Common	ADaM2021	MiniLibCas9
7172	TGOLN2	-0.1705014389559559	Common	ADaM2021	MiniLibCas9
7173	SH2D6	-0.1575400145997118	Common	ADaM2021	MiniLibCas9
7174	MAT2A	-3.728618623383612	Common	ADaM2021	MiniLibCas9
7175	RNF181	-0.312096366292803	Common	ADaM2021	MiniLibCas9
7176	TMEM150A	-0.1229265924375392	Exclusive	ADaM2021	MiniLibCas9
7177	USP39	-4.701893555702011	Common	ADaM2021	MiniLibCas9
7178	POLR1A	-2.7685915369799083	Common	ADaM2021	MiniLibCas9
7179	IMMT	-0.3199215289884347	Common	ADaM2021	MiniLibCas9
7180	MRPL35	-0.0910720960214103	Exclusive	ADaM2021	MiniLibCas9
7181	CD8B	-1.201603974229066	Common	ADaM2021	MiniLibCas9
7182	RGPD1	-2.126806339492299	Common	ADaM2021	MiniLibCas9
7183	PLGLB2	-0.359640089963458	Common	ADaM2021	MiniLibCas9
7184	TEKT4	-0.0897722458623413	Exclusive	ADaM2021	MiniLibCas9
7185	MRPS5	-0.5165037238179943	Common	ADaM2021	MiniLibCas9
7186	STARD7	-0.2552225265161353	Common	ADaM2021	MiniLibCas9
7187	CIAO1	-0.3774135369975369	Common	ADaM2021	MiniLibCas9
7188	SNRNP200	-4.829940043692405	Common	ADaM2021	MiniLibCas9
7189	NCAPH	-3.0227857544248624	Common	ADaM2021	MiniLibCas9
7190	KANSL3	-1.941355489841949	Common	ADaM2021	MiniLibCas9
7191	COA5	-0.4289863186269386	Common	ADaM2021	MiniLibCas9
7192	MGAT4A	-0.2506702133206154	Common	ADaM2021	MiniLibCas9
7193	EIF5B	-1.0415476967504875	Common	ADaM2021	MiniLibCas9
7194	LONRF2	-0.1054064723550891	Exclusive	ADaM2021	MiniLibCas9
7195	RPL31	-2.934312957989043	Common	ADaM2021	MiniLibCas9
7196	MAP4K4	-0.1307500300177944	Exclusive	ADaM2021	MiniLibCas9
7197	UXS1	-0.1405666660763959	Exclusive	ADaM2021	MiniLibCas9
7198	RGPD4	-0.8620776053285046	Common	ADaM2021	MiniLibCas9
7199	LIMS1	-0.1273456531471286	Exclusive	ADaM2021	MiniLibCas9
7200	RANBP2	-0.1347954928069973	Exclusive	ADaM2021	MiniLibCas9
7201	RGPD5	-0.8669386922989579	Common	ADaM2021	MiniLibCas9
7202	LIMS3	-1.1302884724062523	Common	ADaM2021	MiniLibCas9
7203	LIMS4	-0.1738513423028018	Common	ADaM2021	MiniLibCas9
7204	RGPD6	-1.701046220135441	Common	ADaM2021	MiniLibCas9
7205	BUB1	-0.1678580876552277	Common	ADaM2021	MiniLibCas9
7206	ANAPC1	-1.0428448737800675	Common	ADaM2021	MiniLibCas9
7207	ZC3H8	-0.4903071655114934	Common	ADaM2021	MiniLibCas9
7208	RGPD8	-1.6157554606092848	Common	ADaM2021	MiniLibCas9
7209	POLR1B	-2.451332577131401	Common	ADaM2021	MiniLibCas9
7210	CHCHD5	-0.3520187084123353	Common	ADaM2021	MiniLibCas9
7211	SLC20A1	-0.3449775288315109	Common	ADaM2021	MiniLibCas9
7212	NT5DC4	-0.253676206216807	Common	ADaM2021	MiniLibCas9
7213	CKAP2L	-0.1438950947844195	Exclusive	ADaM2021	MiniLibCas9
7214	CBWD2	-0.2717044249620543	Common	ADaM2021	MiniLibCas9
7215	FOXD4L1	-0.6206414745886992	Common	ADaM2021	MiniLibCas9
7216	RABL2A	-0.1137520453582559	Exclusive	ADaM2021	MiniLibCas9
7217	ACTR3	-0.1706215785906634	Common	ADaM2021	MiniLibCas9
7218	DDX18	-1.4859933414917106	Common	ADaM2021	MiniLibCas9
7219	TMEM185B	-0.2117252870270864	Common	ADaM2021	MiniLibCas9
7220	NIFK	-0.937352720685586	Common	ADaM2021	MiniLibCas9
7221	ERCC3	-2.086079829570199	Common	ADaM2021	MiniLibCas9
7222	WDR33	-2.497995309494517	Common	ADaM2021	MiniLibCas9
7223	POLR2D	-2.528026835350558	Common	ADaM2021	MiniLibCas9
7224	SAP130	-0.3201625810613895	Common	ADaM2021	MiniLibCas9
7225	UGGT1	-0.0881231341205172	Exclusive	ADaM2021	MiniLibCas9
7226	POTEF	-1.7330282318557304	Common	ADaM2021	MiniLibCas9
7227	MZT2B	-0.1711613613201975	Common	ADaM2021	MiniLibCas9
7228	CCDC115	-1.0373276428703868	Common	ADaM2021	MiniLibCas9
7229	IMP4	-1.4067320948317268	Common	ADaM2021	MiniLibCas9
7230	POTEI	-0.1442904049892006	Exclusive	ADaM2021	MiniLibCas9
7231	POTEJ	-1.522368074396864	Common	ADaM2021	MiniLibCas9
7232	CFC1	-0.168786928035065	Common	ADaM2021	MiniLibCas9
7233	RAB6D	-0.4638259568837207	Common	ADaM2021	MiniLibCas9
7234	MZT2A	-0.2709212142169945	Common	ADaM2021	MiniLibCas9
7235	MCM6	-3.1905123632661363	Common	ADaM2021	MiniLibCas9
7236	DARS1	-3.091950728354743	Common	ADaM2021	MiniLibCas9
7237	ORC4	-0.6584433346268559	Common	ADaM2021	MiniLibCas9
7238	EPC2	-0.1032041464711241	Exclusive	ADaM2021	MiniLibCas9
7239	RND3	-0.092430397524731	Exclusive	ADaM2021	MiniLibCas9
7240	TNFAIP6	-0.1148722464949258	Exclusive	ADaM2021	MiniLibCas9
7241	FMNL2	-0.1464619109413739	Exclusive	ADaM2021	MiniLibCas9
7242	PRPF40A	-0.7196878484471245	Common	ADaM2021	MiniLibCas9
7243	ARL6IP6	-0.2161939517993093	Common	ADaM2021	MiniLibCas9
7244	GALNT13	-0.36182122363223	Common	ADaM2021	MiniLibCas9
7245	UPP2	-0.2173421689960105	Common	ADaM2021	MiniLibCas9
7246	PKP4	-0.4195582412279627	Common	ADaM2021	MiniLibCas9
7247	TANC1	-0.2665943437823529	Common	ADaM2021	MiniLibCas9
7248	ITGB6	-0.3076496337821093	Common	ADaM2021	MiniLibCas9
7249	PSMD14	-4.097132221702717	Common	ADaM2021	MiniLibCas9
7250	IFIH1	-0.2882694715256286	Common	ADaM2021	MiniLibCas9
7251	TTC21B	-0.2352075366891709	Common	ADaM2021	MiniLibCas9
7252	SPC25	-3.0375683514084626	Common	ADaM2021	MiniLibCas9
7253	MYO3B	-0.1532275825076247	Common	ADaM2021	MiniLibCas9
7254	TLK1	-0.3583328534205968	Common	ADaM2021	MiniLibCas9
7255	CYBRD1	-0.2699743652395948	Common	ADaM2021	MiniLibCas9
7256	DYNC1I2	-3.059832132408666	Common	ADaM2021	MiniLibCas9
7257	SP3	-0.241125201186542	Common	ADaM2021	MiniLibCas9
7258	GPR155	-0.138470129620843	Exclusive	ADaM2021	MiniLibCas9
7259	WIPF1	-0.4771840068924334	Common	ADaM2021	MiniLibCas9
7260	HOXD13	-0.175258390041684	Common	ADaM2021	MiniLibCas9
7261	HOXD9	-0.2370799045942117	Common	ADaM2021	MiniLibCas9
7262	MTX2	-0.4584313034874772	Common	ADaM2021	MiniLibCas9
7263	HNRNPA3	-1.7861561201582203	Common	ADaM2021	MiniLibCas9
7264	NFE2L2	-0.1706051970026509	Common	ADaM2021	MiniLibCas9
7265	PRKRA	-0.1767729798621998	Common	ADaM2021	MiniLibCas9
7266	TTN	-0.1125284840422797	Exclusive	ADaM2021	MiniLibCas9
7267	CCDC141	-0.1683593670054711	Common	ADaM2021	MiniLibCas9
7268	CWC22	-2.041693449804211	Common	ADaM2021	MiniLibCas9
7269	DNAJC10	-0.1882033269868513	Common	ADaM2021	MiniLibCas9
7270	NCKAP1	-0.5280265980154324	Common	ADaM2021	MiniLibCas9
7271	ITGAV	-0.5908494799514087	Common	ADaM2021	MiniLibCas9
7272	DIRC1	-0.1962145635828577	Common	ADaM2021	MiniLibCas9
7273	WDR75	-2.043076369055985	Common	ADaM2021	MiniLibCas9
7274	ASNSD1	-0.1090069942829355	Exclusive	ADaM2021	MiniLibCas9
7275	NABP1	-0.202771420818103	Common	ADaM2021	MiniLibCas9
7276	SLC39A10	-0.661938579004288	Common	ADaM2021	MiniLibCas9
7277	GTF3C3	-0.9067857902980792	Common	ADaM2021	MiniLibCas9
7278	SF3B1	-1.6056460136558406	Common	ADaM2021	MiniLibCas9
7279	COQ10B	-0.0871598390933338	Exclusive	ADaM2021	MiniLibCas9
7280	HSPD1	-1.4591515232879084	Common	ADaM2021	MiniLibCas9
7281	HSPE1	-3.072065023593998	Common	ADaM2021	MiniLibCas9
7282	MOB4	-0.4668569028463164	Common	ADaM2021	MiniLibCas9
7283	MARS2	-0.5232423801265839	Common	ADaM2021	MiniLibCas9
7284	ORC2	-0.4236128469010882	Common	ADaM2021	MiniLibCas9
7285	FAM126B	-0.587590770633603	Common	ADaM2021	MiniLibCas9
7286	NDUFB3	-0.4792863533667669	Common	ADaM2021	MiniLibCas9
7287	CFLAR	-0.8057724726604247	Common	ADaM2021	MiniLibCas9
7288	ALS2	-0.0920130869680886	Exclusive	ADaM2021	MiniLibCas9
7289	NOP58	-1.6445244352953878	Common	ADaM2021	MiniLibCas9
7290	FAM117B	-0.3679555885184815	Common	ADaM2021	MiniLibCas9
7291	WDR12	-1.619408870378829	Common	ADaM2021	MiniLibCas9
7292	NDUFS1	-0.2534151614536081	Common	ADaM2021	MiniLibCas9
7293	EEF1B2	-1.5275671578627534	Common	ADaM2021	MiniLibCas9
7294	GPR1	-0.111269580573747	Exclusive	ADaM2021	MiniLibCas9
7295	CRYGC	-0.278690838003763	Common	ADaM2021	MiniLibCas9
7296	RPE	-0.1698026415053867	Common	ADaM2021	MiniLibCas9
7297	ATIC	-0.4557464360510657	Common	ADaM2021	MiniLibCas9
7298	FN1	-0.1014895094669798	Exclusive	ADaM2021	MiniLibCas9
7299	XRCC5	-2.312924778406237	Common	ADaM2021	MiniLibCas9
7300	RPL37A	-2.923862460272913	Common	ADaM2021	MiniLibCas9
7301	ARPC2	-0.5442962165591342	Common	ADaM2021	MiniLibCas9
7302	AAMP	-1.8041295960466688	Common	ADaM2021	MiniLibCas9
7303	CTDSP1	-0.1003532279515128	Exclusive	ADaM2021	MiniLibCas9
7304	USP37	-0.7277052825387118	Common	ADaM2021	MiniLibCas9
7305	CNOT9	-0.6636482852889903	Common	ADaM2021	MiniLibCas9
7306	BCS1L	-0.1537855848385767	Common	ADaM2021	MiniLibCas9
7307	STK36	-0.2443540551074988	Common	ADaM2021	MiniLibCas9
7308	FEV	-0.1274773969404394	Exclusive	ADaM2021	MiniLibCas9
7309	GLB1L	-0.2551352789545262	Common	ADaM2021	MiniLibCas9
7310	DNAJB2	-0.2481463719931245	Common	ADaM2021	MiniLibCas9
7311	RESP18	-0.1492407301802137	Exclusive	ADaM2021	MiniLibCas9
7312	SPEG	-0.1807300369746982	Common	ADaM2021	MiniLibCas9
7313	FARSB	-2.2848768160451223	Common	ADaM2021	MiniLibCas9
7314	MRPL44	-0.1811824165539184	Common	ADaM2021	MiniLibCas9
7315	CUL3	-1.4184464134319963	Common	ADaM2021	MiniLibCas9
7316	IRS1	-0.2230118519475331	Common	ADaM2021	MiniLibCas9
7317	SLC16A14	-0.2434083260377504	Common	ADaM2021	MiniLibCas9
7318	CAB39	-1.5508271582651738	Common	ADaM2021	MiniLibCas9
7319	PSMD1	-2.3673786535003893	Common	ADaM2021	MiniLibCas9
7320	NCL	-0.7147725762152629	Common	ADaM2021	MiniLibCas9
7321	NMUR1	-0.1025753940904377	Exclusive	ADaM2021	MiniLibCas9
7322	PTMA	-0.3624907560387326	Common	ADaM2021	MiniLibCas9
7323	CHRNG	-0.1677060392139629	Common	ADaM2021	MiniLibCas9
7324	EIF4E2	-0.1232271016029942	Exclusive	ADaM2021	MiniLibCas9
7325	DGKD	-0.0947022435683155	Exclusive	ADaM2021	MiniLibCas9
7326	USP40	-0.233401724640676	Common	ADaM2021	MiniLibCas9
7327	HJURP	-2.0058047610147685	Common	ADaM2021	MiniLibCas9
7328	TRPM8	-0.1658156232053511	Common	ADaM2021	MiniLibCas9
7329	IQCA1	-0.1968183353404665	Common	ADaM2021	MiniLibCas9
7330	COPS8	-1.7017476760079595	Common	ADaM2021	MiniLibCas9
7331	PER2	-0.212230262838618	Common	ADaM2021	MiniLibCas9
7332	ASB1	-0.2793125700791535	Common	ADaM2021	MiniLibCas9
7333	AQP12A	-0.2164233268770636	Common	ADaM2021	MiniLibCas9
7334	PPP1R7	-1.369794502069274	Common	ADaM2021	MiniLibCas9
7335	ANO7	-0.2485736851779079	Common	ADaM2021	MiniLibCas9
7336	FARP2	-0.1668073351543234	Common	ADaM2021	MiniLibCas9
7337	BOK	-0.1072334205095232	Exclusive	ADaM2021	MiniLibCas9
7338	THAP4	-0.1239177105077894	Exclusive	ADaM2021	MiniLibCas9
7339	DTYMK	-1.7720315310870076	Common	ADaM2021	MiniLibCas9
7340	GAL3ST2	-0.2889076917087849	Common	ADaM2021	MiniLibCas9
7341	PDCD1	-0.1396952170940421	Exclusive	ADaM2021	MiniLibCas9
7342	TRNT1	-1.897915162253096	Common	ADaM2021	MiniLibCas9
7343	BRPF1	-0.1586060035060766	Common	ADaM2021	MiniLibCas9
7344	TADA3	-0.6540335640814761	Common	ADaM2021	MiniLibCas9
7345	ARPC4	-0.8425644777041527	Common	ADaM2021	MiniLibCas9
7346	EMC3	-0.3067948486624944	Common	ADaM2021	MiniLibCas9
7347	VHL	-1.010982019852546	Common	ADaM2021	MiniLibCas9
7348	SEC13	-2.9058261565214814	Common	ADaM2021	MiniLibCas9
7349	TAMM41	-1.0549707490350564	Common	ADaM2021	MiniLibCas9
7350	PPARG	-0.3441342527744745	Common	ADaM2021	MiniLibCas9
7351	TSEN2	-0.6735230709477261	Common	ADaM2021	MiniLibCas9
7352	RPL32	-4.688706085168331	Common	ADaM2021	MiniLibCas9
7353	CHCHD4	-1.69934652396042	Common	ADaM2021	MiniLibCas9
7354	LSM3	-1.1357507313058988	Common	ADaM2021	MiniLibCas9
7355	CCDC174	-1.1558892602081252	Common	ADaM2021	MiniLibCas9
7356	MRPS25	-0.6556726796651953	Common	ADaM2021	MiniLibCas9
7357	RBSN	-0.6342797404759678	Common	ADaM2021	MiniLibCas9
7358	DPH3	-0.7459110996561116	Common	ADaM2021	MiniLibCas9
7359	KCNH8	-0.1633797826487884	Common	ADaM2021	MiniLibCas9
7360	SGO1	-2.268828829668136	Common	ADaM2021	MiniLibCas9
7361	RPL15	-3.473445579987356	Common	ADaM2021	MiniLibCas9
7362	SLC4A7	-0.6244489139585866	Common	ADaM2021	MiniLibCas9
7363	STT3B	-0.1866571646622108	Common	ADaM2021	MiniLibCas9
7364	CLASP2	-0.1704096261966064	Common	ADaM2021	MiniLibCas9
7365	EPM2AIP1	-0.4198544760073419	Common	ADaM2021	MiniLibCas9
7366	CTDSPL	-0.1297175056909028	Exclusive	ADaM2021	MiniLibCas9
7367	ACVR2B	-0.1262667718502283	Exclusive	ADaM2021	MiniLibCas9
7368	GORASP1	-0.2935475066170298	Common	ADaM2021	MiniLibCas9
7369	RPSA	-3.3384106719713538	Common	ADaM2021	MiniLibCas9
7370	RPL14	-3.298777050657145	Common	ADaM2021	MiniLibCas9
7371	CTNNB1	-1.9665810331782716	Common	ADaM2021	MiniLibCas9
7372	TRAK1	-0.0882245015615995	Exclusive	ADaM2021	MiniLibCas9
7373	SS18L2	-2.2934442399123487	Common	ADaM2021	MiniLibCas9
7374	KLHL40	-0.1582941700903706	Common	ADaM2021	MiniLibCas9
7375	CYP8B1	-0.1074031007984008	Exclusive	ADaM2021	MiniLibCas9
7376	ZNF662	-0.1757328447875487	Common	ADaM2021	MiniLibCas9
7377	POMGNT2	-0.1172352652519573	Exclusive	ADaM2021	MiniLibCas9
7378	ZKSCAN7	-0.1817836409073831	Common	ADaM2021	MiniLibCas9
7379	EXOSC7	-1.8114097921797796	Common	ADaM2021	MiniLibCas9
7380	CLEC3B	-0.1476862013112063	Exclusive	ADaM2021	MiniLibCas9
7381	LIMD1	-0.1847976718232449	Common	ADaM2021	MiniLibCas9
7382	SACM1L	-3.0895292724824936	Common	ADaM2021	MiniLibCas9
7383	LTF	-0.088857448081246	Exclusive	ADaM2021	MiniLibCas9
7384	CCDC12	-0.376827182259281	Common	ADaM2021	MiniLibCas9
7385	NBEAL2	-0.1407978907259859	Exclusive	ADaM2021	MiniLibCas9
7386	SETD2	-0.2977897336845852	Common	ADaM2021	MiniLibCas9
7387	PTPN23	-2.003590326275717	Common	ADaM2021	MiniLibCas9
7388	SCAP	-4.667507773861384	Common	ADaM2021	MiniLibCas9
7389	ELP6	-0.7048155565587144	Common	ADaM2021	MiniLibCas9
7390	DHX30	-1.1331706399727517	Common	ADaM2021	MiniLibCas9
7391	CCDC51	-0.3095211445872082	Common	ADaM2021	MiniLibCas9
7392	ATRIP	-1.1745101040640191	Common	ADaM2021	MiniLibCas9
7393	TREX1	-0.1946914453517323	Common	ADaM2021	MiniLibCas9
7394	COL7A1	-0.2050442228979404	Common	ADaM2021	MiniLibCas9
7395	UQCRC1	-0.5708569437195641	Common	ADaM2021	MiniLibCas9
7396	NDUFAF3	-0.1427278991534392	Exclusive	ADaM2021	MiniLibCas9
7397	IMPDH2	-0.4500118425956911	Common	ADaM2021	MiniLibCas9
7398	RHOA	-0.5573046641348347	Common	ADaM2021	MiniLibCas9
7399	MST1	-0.1402932259248319	Exclusive	ADaM2021	MiniLibCas9
7400	GMPPB	-2.347804425668779	Common	ADaM2021	MiniLibCas9
7401	TRAIP	-0.3228399017254266	Common	ADaM2021	MiniLibCas9
7402	MON1A	-0.2220545640745748	Common	ADaM2021	MiniLibCas9
7403	IFRD2	-0.3692699959620037	Common	ADaM2021	MiniLibCas9
7404	DCAF1	-2.3754456225934093	Common	ADaM2021	MiniLibCas9
7405	IQCF2	-0.0931680353031041	Exclusive	ADaM2021	MiniLibCas9
7406	RRP9	-1.974294691226857	Common	ADaM2021	MiniLibCas9
7407	ALAS1	-0.1649084060857922	Common	ADaM2021	MiniLibCas9
7408	WDR82	-2.223421690538383	Common	ADaM2021	MiniLibCas9
7409	BAP1	-1.4137689057362677	Common	ADaM2021	MiniLibCas9
7410	NISCH	-0.1674678649059319	Common	ADaM2021	MiniLibCas9
7411	GNL3	-2.225119290493998	Common	ADaM2021	MiniLibCas9
7412	SPCS1	-0.0953993004535048	Exclusive	ADaM2021	MiniLibCas9
7413	RFT1	-0.3458482357376365	Common	ADaM2021	MiniLibCas9
7414	TKT	-0.0965619663241645	Exclusive	ADaM2021	MiniLibCas9
7415	ACTR8	-0.4990331277381059	Common	ADaM2021	MiniLibCas9
7416	PDE12	-0.7169566177156718	Common	ADaM2021	MiniLibCas9
7417	RPP14	-1.5032928381753223	Common	ADaM2021	MiniLibCas9
7418	THOC7	-0.8486925002335741	Common	ADaM2021	MiniLibCas9
7419	PSMD6	-3.612657696127733	Common	ADaM2021	MiniLibCas9
7420	PRICKLE2	-0.234856274876287	Common	ADaM2021	MiniLibCas9
7421	MAGI1	-0.2182308728049907	Common	ADaM2021	MiniLibCas9
7422	EOGT	-0.100935331562201	Exclusive	ADaM2021	MiniLibCas9
7423	UBA3	-1.2756344358749951	Common	ADaM2021	MiniLibCas9
7424	SHQ1	-0.3523466100063446	Common	ADaM2021	MiniLibCas9
7425	PPP4R2	-0.5026185155391453	Common	ADaM2021	MiniLibCas9
7426	ZNF717	-0.1874188589622896	Common	ADaM2021	MiniLibCas9
7427	ROBO2	-0.1402413222342869	Exclusive	ADaM2021	MiniLibCas9
7428	DHFR2	-0.9013112719480558	Common	ADaM2021	MiniLibCas9
7429	NSUN3	-0.2004225733130636	Common	ADaM2021	MiniLibCas9
7430	RIOX2	-0.1604094104946855	Common	ADaM2021	MiniLibCas9
7431	OR5AC2	-0.1036408935043536	Exclusive	ADaM2021	MiniLibCas9
7432	OR5H1	-0.274656132844677	Common	ADaM2021	MiniLibCas9
7433	OR5H15	-0.1271764724317112	Exclusive	ADaM2021	MiniLibCas9
7434	OR5K4	-0.3358263143831388	Common	ADaM2021	MiniLibCas9
7435	OR5K1	-1.0445691575263776	Common	ADaM2021	MiniLibCas9
7436	CPOX	-0.3073617480612939	Common	ADaM2021	MiniLibCas9
7437	TBC1D23	-0.1544080031792841	Common	ADaM2021	MiniLibCas9
7438	TOMM70	-0.4604711774732399	Common	ADaM2021	MiniLibCas9
7439	ABI3BP	-0.1553101644916771	Common	ADaM2021	MiniLibCas9
7440	ZBTB11	-3.310098325372052	Common	ADaM2021	MiniLibCas9
7441	RPL24	-1.3072541513481302	Common	ADaM2021	MiniLibCas9
7442	CEP97	-0.5498689406897719	Common	ADaM2021	MiniLibCas9
7443	CIP2A	-0.1753991809570043	Common	ADaM2021	MiniLibCas9
7444	ZBED2	-0.1005840754245544	Exclusive	ADaM2021	MiniLibCas9
7445	C3orf52	-0.1109809179324911	Exclusive	ADaM2021	MiniLibCas9
7446	CD200	-0.3458044310040522	Common	ADaM2021	MiniLibCas9
7447	CD200R1L	-0.2618238961772962	Common	ADaM2021	MiniLibCas9
7448	NEPRO	-1.677179217439314	Common	ADaM2021	MiniLibCas9
7449	SPICE1	-0.3563808520017771	Common	ADaM2021	MiniLibCas9
7450	NAA50	-3.0089360801444123	Common	ADaM2021	MiniLibCas9
7451	ATP6V1A	-4.00941356245194	Common	ADaM2021	MiniLibCas9
7452	TIMMDC1	-0.3847216581463543	Common	ADaM2021	MiniLibCas9
7453	NDUFB4	-0.1984286098345426	Common	ADaM2021	MiniLibCas9
7454	GTF2E1	-1.6986419176957797	Common	ADaM2021	MiniLibCas9
7455	POLQ	-0.2994510214220304	Common	ADaM2021	MiniLibCas9
7456	CD86	-0.0962211282708068	Exclusive	ADaM2021	MiniLibCas9
7457	UMPS	-0.3274119990456965	Common	ADaM2021	MiniLibCas9
7458	ITGB5	-0.4329710816807887	Common	ADaM2021	MiniLibCas9
7459	OSBPL11	-0.1634670698526192	Common	ADaM2021	MiniLibCas9
7460	ZXDC	-0.1585940961822667	Common	ADaM2021	MiniLibCas9
7461	UROC1	-0.2869990671041451	Common	ADaM2021	MiniLibCas9
7462	MCM2	-4.118423129438926	Common	ADaM2021	MiniLibCas9
7463	PODXL2	-0.10009999494851	Exclusive	ADaM2021	MiniLibCas9
7464	SEC61A1	-2.389329525242206	Common	ADaM2021	MiniLibCas9
7465	RUVBL1	-3.2765121526227894	Common	ADaM2021	MiniLibCas9
7466	EEFSEC	-0.344226835949425	Common	ADaM2021	MiniLibCas9
7467	RPN1	-1.6837489971574549	Common	ADaM2021	MiniLibCas9
7468	RAB7A	-0.1359610954467832	Exclusive	ADaM2021	MiniLibCas9
7469	ACAD9	-0.3794931416732343	Common	ADaM2021	MiniLibCas9
7470	EFCC1	-0.3111126721987489	Common	ADaM2021	MiniLibCas9
7471	ISY1	-1.535218306015922	Common	ADaM2021	MiniLibCas9
7472	COPG1	-1.079790141814685	Common	ADaM2021	MiniLibCas9
7473	HMCES	-0.1368833486646499	Exclusive	ADaM2021	MiniLibCas9
